Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR830,Advanced Refrigeration - ARS2021002,,Therm Solutions Inc.,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,"1 Stew Leonard Dr #1, Yonkers, NY 10710",NEW YORK,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",47025.0,Advanced Refrigeration Systems,,,,,,
ACR833,Foam Blowing Agent Project 001P,,297,Ruby Canyon Environment,Industrial Process Emissions,Registered,Not ARB or Ecology Eligible,Earth City,MISSOURI,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1016515.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,https://fsi.co/,,,,
ACR834,Foam Blowing Agent Project 002H,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,Rockford,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",305601.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,www.fsi.co,,,,
ACR835,Spray Foam Alpha 4,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,Mesa,ARIZONA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",239150.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,https://swdurethane.com/,,,,
ACR839,Tradewater - Thailand 2,,"Tradewater, LLC",GHD Limited,Ozone Depleting Substances,Listed,Not ARB Eligible,WMS,Samut Prakan,TH,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR841,American Eagle Mine Methane Incineration Project,CAMM5841,Keyrock Energy LLC,"SES, Inc.",Coal Mine Methane,,Listed - Proposed Project,Cabin Creek,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR842,PERENNIAL CMM CMB10-4 FLARE PROJECT,CAMM5842,Perennial CMM LLC,,Coal Mine Methane,,Listed - Proposed Project,WAYNESBURG,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,WWW.PERENNIALCMM.COM,,,,
ACR844,Tradewater - Thailand 3,,"Tradewater, LLC",GHD Limited,Ozone Depleting Substances,Completed,Not ARB or Ecology Eligible,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai, Muang Samutprakarn",Samut Prakan,TH,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",192051.0,Destruction of Ozone Depleting Substances (ODS) from International Sources,,https://wms-thailand.com/,,,,
ACR845,Harrison County Flare I,CAMM5845,"NextEra Energy Marketing, LLC",,Coal Mine Methane,,Listed - Proposed Project,"Camp Run Rd, Mannington, WV 26582",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR846,HT HFC Reclamation Project Ontario 2022,,Hudson Technologies Company,"First Environment, Inc.",Industrial Process Emissions,Listed,Not ARB Eligible,Ontario,CALIFORNIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR847,HT HFC Reclamation Project Champaign 2022,,Hudson Technologies Company,"First Environment, Inc.",Industrial Process Emissions,Listed,Not ARB Eligible,Champaign,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR848,NativState - Bottomland Forests of the Louisiana Plains (PDA),,Nativstate LLC,,Forest Carbon,Listed,Not ARB Eligible,Louisiana,LOUISIANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR849,A-Gas ODS-VER1,,A-Gas US Inc.,"First Environment, Inc.",Ozone Depleting Substances,Completed,Not ARB or Ecology Eligible,"1100 Haskins Rd Bowling Green, OH 43402",OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",15943.0,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR850,Perennial CMM HRS Dent's Run Flare Project,CAMM5850,Perennial CMM LLC,,Coal Mine Methane,,Listed - Proposed Project,5 Dent's Run,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,www.perennialcmm.com,,,,
ACR853,Doyon Ts'ebaa North,,"Doyon, Limited",SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,Western Interior Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR855,Anew - Louisiana Lowlands Forestry Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB or Ecology Eligible,Louisiana,LOUISIANA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR856,Anew - Gingercake Ridge Forestry Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB or Ecology Eligible,"Kentucky, Tennessee",KENTUCKY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR857,Doyon Ts'ebaa South,,"Doyon, Limited",SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,Western Interior Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR863,Anew - Appalachian Hollows Forestry Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB or Ecology Eligible,West Virginia,WEST VIRGINIA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR868,Advanced Refrigeration - ARS2021003,,Therm Solutions Inc.,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,4725 Cedar Ave Minneapolis	MN 55407 USA,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",20230.0,Advanced Refrigeration Systems,,,,,,
ACR870,Oak Meadows IFM,,"Humboldt Redwood Company, LLC",SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,"Mattole, CA",CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR872,Tradewater ODS 49,CAOD5872,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Proposed Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR873,Mississippi River Islands Forest Conservation Project,,"U.S. Venture, Inc.",Ruby Canyon Environment,Forest Carbon,Listed,Not ARB or Ecology Eligible,"Island 8, Wolf Island Bar, Burnham Island",KENTUCKY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR874,TCT Meridian IFM Project,,1116,,Forest Carbon,Listed,Not ARB or Ecology Eligible,"Meridian, MS",MISSISSIPPI,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR875,Tradewater US - ODS - #3,,"Tradewater, LLC",,Ozone Depleting Substances,Listed,Not ARB Eligible,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR876,Advanced Refrigeration - ARS2022002,,Therm Solutions Inc.,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,Various,FLORIDA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",64135.0,Advanced Refrigeration Systems,,,,,,
ACR877,Hudson Tech 2023-1,CAOD5877,Hudson Technologies Company,"SES, Inc.",Ozone Depleting Substances,,Listed - Proposed Project,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.hudsontech.com,,,,
ACR879,Northwest Arkansas IFM,,"Northwest Arkansas IFM, LLC",,Forest Carbon,Listed,Not ARB Eligible,Fayetteville,ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR882,A-Gas South Korea 2,,A-Gas US Inc.,Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB or Ecology Eligible,Bowling Green,OHIO,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",74831.0,Destruction of Ozone Depleting Substances (ODS) from International Sources,,https://www.agas.com/,,,,
ACR883,HMMC1,CAMM5883,Environmental Commodities Corporation,"First Environment of California, Inc.",Coal Mine Methane,,Listed - Proposed Project,"Clymer, PA",PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR884,Tradewater ODS 50,CAOD5884,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",42364.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR885,Razorback IFM Project,,Weyerhaeuser Company,"S&A Carbon, LLC",Forest Carbon,Listed,Not ARB or Ecology Eligible,Southeast Arkansas,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR886,Spray Foam Omega 4C,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,870 Boulevard du Cure-Boisbriand QC J7G 2A7 Canada,QUEBEC,CA,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",189460.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,www.1stclimatesolutions.com,,,,
ACR888,Flathead Ridge Ranch Forest Carbon Project,,334,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB or Ecology Eligible,"Kalispell, Montana",MONTANA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR889,Tradewater Halon 2,,"Tradewater, LLC",,Ozone Depleting Substances,Listed,Not ARB or Ecology Eligible,Saint-Vulbas,Auvergne-Rhone-Alps,FR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR890,Heartland Methane Abatement and Land Restoration – Packard & Kottke Ranch Project,,"Rebellion Energy Solutions, LLC",GHD Limited,Industrial Process Emissions,Listed,Not ARB or Ecology Eligible,WASHINGTON COUNTY,OKLAHOMA,US,"08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,,https://rebellionenergy.com/,,,,
ACR891,Finite Carbon - Grace Woodlands IFM,,Grace Property Inc.,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Listed,Not ARB or Ecology Eligible,Hardy County,WEST VIRGINIA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR892,Tradewater ODS 51,ECYOD892,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active Registry Project,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",139956.0,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,,,,,,
ACR893,Tradewater - Chile 1,,"Tradewater, LLC",,Ozone Depleting Substances,Listed,Not ARB or Ecology Eligible,Saint-Vulbas,Auvergne-Rhone-Alps,FR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR894,Tradewater OOG 1,,"Tradewater, LLC",Ruby Canyon Environment,Industrial Process Emissions,Listed,Not ARB or Ecology Eligible,Dubois County,INDIANA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,,,,,,
ACR895,"Roosevelt Regional Landfill, Roosevelt, WA: GHG Emission Reduction Automation Collection of Landfill Gas",,"Loci Controls, Inc.",Ruby Canyon Environment,Landfill Gas Capture & Combustion,Listed,Not ARB or Ecology Eligible,"Roosevelt, WA",WASHINGTON,US,"03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",,Landfill Gas Destruction and Beneficial Use Projects,,,,,,
ACR896,"Wesco HMB, Inc. HFC Reclamation Project  New Jersey 2023",,926,Ruby Canyon Environment,Industrial Process Emissions,Listed,Not ARB or Ecology Eligible,Metuchen,NEW JERSEY,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,http://www.ushalonbank.com/,,,,
ACR897,Maine St. John River Carbon Project,,Solifor Timberlands inc.,,Forest Carbon,Listed,Not ARB or Ecology Eligible,Aroostook and Somerset Counties,MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR898,OH-2022-VE001 Orphan Well Project,,"Vital EcoSystems, LLC","Agri-Waste Technology, Inc.",Industrial Process Emissions,Listed,Not ARB or Ecology Eligible,Cleveland,OHIO,US,"06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,,www.vital.eco,,,,
